Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Lookout,https://www.crunchbase.com/organization/lookout,"Cloud Security, Cyber Security, Enterprise Software, Mobile, Network Security, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2007-01-01,year,,,2018-01-01,,,,Secondary Market,150000000,USD,150000000,Late Stage Venture,"Andreessen Horowitz, Goldman Sachs, Khosla Ventures, Morgan Stanley, Qualcomm Ventures",21
Synack,https://www.crunchbase.com/organization/synack,"Crowdsourcing, Cyber Security, Network Security, Security","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2017-10-19,,,,Undisclosed,,,,,"GV, Hewlett Packard Enterprise, Icon Ventures, Intel Capital, Techstars",17
Bitwise Asset Management,https://www.crunchbase.com/organization/bitwise-asset-management,"Blockchain, Cryptocurrency, Financial Services, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-01-01,year,,,2017-12-12,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,"Blockchain Capital, Collaborative Fund, Elad Gil, General Catalyst, Khosla Ventures",15
Ethereum Foundation,https://www.crunchbase.com/organization/ethereum,"Application Performance Management, Blockchain, Consumer Applications, Developer APIs, Ethereum, Open Source","Bern, Bern, Switzerland",,2014-07-06,day,,,2017-07-03,,,,Undisclosed,,,,,"8 Decimal Capital, Alexis Berthoud, Block Ventures, Hashed, KR1",10
Instart,https://www.crunchbase.com/organization/instart-logic,"Advertising, Cloud Computing, Cyber Security, Digital Marketing, Digital Media, Internet, Mobile, Software","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2010-11-01,day,,,2017-11-02,30000000,USD,30000000,Series E,30000000,USD,30000000,Late Stage Venture,"Andreessen Horowitz, Greylock Partners, StartX (Stanford-StartX Fund), Sutter Hill Ventures, Tenaya Capital",12
Lastline,https://www.crunchbase.com/organization/lastline,"Network Security, Security","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-01-01,year,,,2017-07-12,28500000,USD,28500000,Series C,28500000,USD,28500000,Late Stage Venture,"Barracuda Networks, Dell Technologies Capital, OUP (Osage University Partners), Redpoint, WatchGuard",9
Intezer,https://www.crunchbase.com/organization/intezer,"Cyber Security, Security","Tel Aviv, Tel Aviv, Israel",,2015-09-01,month,,,2017-10-19,8000000,USD,8000000,Series A,8000000,USD,8000000,Early Stage Venture,"Alon N. Cohen, FilesX, Intel Capital, Magma Venture Partners, Samsung NEXT",5
SimpliSafe Home Security,https://www.crunchbase.com/organization/simplisafe,"Consumer Electronics, Security, Smart Home","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2006-01-01,year,2018-06-29,day,2017-07-03,,,,Secondary Market,57000000,USD,57000000,M&A,Sequoia Capital,1
Flashpoint,https://www.crunchbase.com/organization/flashpoint-partners,"Business Intelligence, Cyber Security, Information Technology, Security, Software, Telecommunications","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2010-01-01,year,,,2017-07-12,28000000,USD,28000000,Series C,28000000,USD,28000000,Late Stage Venture,"Bloomberg Beta, Georgian Partners, Greycroft, Jump Capital, K2 Intelligence",9
IdentityMind,https://www.crunchbase.com/organization/identitymind-global,"Analytics, Artificial Intelligence, Compliance, FinTech, Fraud Detection, Identity Management, Machine Learning, Risk Management, SaaS","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2017-11-14,10000000,USD,10000000,Series C,10000000,USD,10000000,Late Stage Venture,"Benhamou Global Ventures, Fortress Investment Group, FortRoss Ventures, Medici Ventures, Overstock",16
Airfox,https://www.crunchbase.com/organization/airfox,"Cryptocurrency, Financial Services, FinTech, Mobile, Wireless","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2016-01-28,day,,,2017-10-10,15000000,USD,15000000,Initial Coin Offering,15000000,USD,15000000,,"LaunchCapital, Project 11 Ventures, Right Side Capital Management, Techstars, Techstars Boston Accelerator",7
Mimecast,https://www.crunchbase.com/organization/mimecast,"Accounting, Archiving Service, Email, Information Technology, Legal, SaaS, Security","London, England, United Kingdom",European Union (EU),2003-01-01,year,2015-11-19,day,2017-10-31,403000,USD,403000,Post-IPO Equity,403000,USD,403000,IPO,"ATL Partners, Dawn Capital, Index Ventures, Insight Partners",4
Stellar,https://www.crunchbase.com/organization/stellar,"Bitcoin, Finance, Financial Services, FinTech, Non Profit, Payments","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-07-30,day,,,2017-11-28,,,,Seed,,,,Seed,"Innovating Capital, Plug and Play, Stripe",3
SecureAuth,https://www.crunchbase.com/organization/secureauth,"Enterprise Software, Identity Management, Information Technology, SaaS, Security","Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",2006-01-01,year,,,2017-09-20,200000000,USD,200000000,Private Equity,200000000,USD,200000000,Private Equity,"Allen Miner, K1 Investment Management, Toba Capital",3
Callsign,https://www.crunchbase.com/organization/callsign,"Artificial Intelligence, Computer, Cyber Security, Machine Learning, Network Security","London, England, United Kingdom",European Union (EU),2012-01-01,year,,,2017-07-27,35000000,USD,35000000,Series A,35000000,USD,35000000,Early Stage Venture,"Accel, AllegisCyber, Breed Reply, Qualcomm Ventures, WestWave Capital",8
ZingBox,https://www.crunchbase.com/organization/zingbox,"Analytics, Big Data, Cyber Security, Internet of Things, Machine Learning, Security","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-11-11,day,,,2017-08-17,22000000,USD,22000000,Series B,22000000,USD,22000000,Early Stage Venture,"Dell Technologies Capital, Oriza Ventures, Social Starts, StartX (Stanford-StartX Fund), TSVC",11
LATOKEN,https://www.crunchbase.com/organization/latoken,"Blockchain, Finance, Financial Exchanges, Financial Services, Real Estate","London, England, United Kingdom",European Union (EU),2017-01-01,year,,,2017-10-10,18000000,USD,18000000,Initial Coin Offering,18000000,USD,18000000,,,
ZeroFOX,https://www.crunchbase.com/organization/zerofox,"Network Security, Security, Social Media","Baltimore, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",2013-01-01,year,,,2017-07-12,40000000,USD,40000000,Series C,40000000,USD,40000000,Late Stage Venture,"ClearSlide, Frank A. Bonsal, Jr., Highland Capital Partners, NEA, New Enterprise Associates",17
Big Switch Networks,https://www.crunchbase.com/organization/big-switch-networks,"Data Center, Information Technology, Network Security, Software","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2010-01-01,year,,,2017-07-27,30700000,USD,30700000,Venture - Series Unknown,30700000,USD,30700000,,"Greylock Partners, Index Ventures, Intel Capital, Khosla Ventures, Redpoint",12
Quoine,https://www.crunchbase.com/organization/quoine,"Bitcoin, Cryptocurrency, Financial Services, FinTech","Tokyo, Tokyo, Japan",Asia-Pacific (APAC),2014-05-01,month,,,2017-11-13,105000000,USD,105000000,Initial Coin Offering,105000000,USD,105000000,,"8 Decimal Capital, JAFCO Asia",2
Securonix,https://www.crunchbase.com/organization/securonix-inc-,"Artificial Intelligence, Cyber Security","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2008-01-01,year,,,2017-09-20,29000000,USD,29000000,Series A,29000000,USD,29000000,Early Stage Venture,"Eight Roads Ventures, Volition Capital",2
Convercent,https://www.crunchbase.com/organization/convercent,"Compliance, Information Technology, Risk Management, Software, Telecommunications","Denver, Colorado, United States","Greater Denver Area, Western US",2013-01-29,day,,,2017-12-19,25000000,USD,25000000,Series E,25000000,USD,25000000,Late Stage Venture,"Azure Capital Partners, Rho Ventures, Sapphire Ventures, Tola Capital, Trinity Capital Investment",7
DAYLI Financial Group,https://www.crunchbase.com/organization/dayli-financial-group,"Artificial Intelligence, Big Data, Cryptocurrency, FinTech, Machine Learning, Personal Finance, Wealth Management","Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),2015-02-10,day,,,2017-11-07,,,,Series B,,,,Early Stage Venture,SBI Group,1
Awake Security,https://www.crunchbase.com/organization/awake-security,"Cloud Security, Cyber Security, Network Security, Security","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-10-01,month,,,2017-07-17,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,,"Bain Capital Ventures, Greylock Partners, Three Tree Ventures",3
Cardano Foundation,https://www.crunchbase.com/organization/cardano-foundation,"Application Performance Management, Bitcoin, Consumer Applications, Cryptocurrency, Developer APIs, Open Source","Zug, Zug, Switzerland",,2016-01-01,year,,,2018-01-01,10000,USD,10000,Initial Coin Offering,10000,USD,10000,,Julian Sarokin,1
OKCoin,https://www.crunchbase.com/organization/okcoin,"Blockchain, Financial Services, FinTech","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-06-01,day,,,2017-12-15,,,,Series C,,,,Late Stage Venture,"Ceyuan Ventures, Giant Network, Mandra Capital, PreAngel, VenturesLab",5
NeuVector,https://www.crunchbase.com/organization/neuvector,"Computer, Network Security","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,,,2017-11-07,7000000,USD,7000000,Series A,7000000,USD,7000000,Early Stage Venture,"Fusion Fund, HWVP, Hummer Winblad Venture Partners, TSVC",3
HYPR,https://www.crunchbase.com/organization/hyprcorp,"Cyber Security, Identity Management, Mobile, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-04-01,day,,,2017-10-03,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Boldstart Ventures, MasterCard, RRE Ventures, RTP Ventures, Samsung NEXT",6
ThreatQuotient,https://www.crunchbase.com/organization/threatq,"Cyber Security, Network Security, Security","Reston, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2013-03-01,day,,,2017-11-13,30000000,USD,30000000,Series C,30000000,USD,30000000,Late Stage Venture,"Adams Street Partners, Cisco Investments, New Enterprise Associates, NTT DOCOMO Ventures, Silicon Valley Bank",11
PayStand,https://www.crunchbase.com/organization/paystand,"B2B, Billing, Bitcoin, FinTech, Payments, SaaS","Scotts Valley, California, United States","San Francisco Bay Area, West Coast, Western US",2013-03-01,day,,,2017-11-16,6000000,USD,6000000,Series A,6000000,USD,6000000,Early Stage Venture,"BlueRun Ventures, Cervin Ventures, Serra Ventures, Signatures Capital, Streamlined Ventures",10
Civic,https://www.crunchbase.com/organization/civic,"Blockchain, Financial Services, Identity Management","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-01-01,year,,,2017-09-21,,,,Seed,,,,Seed,"Blockchain Capital, Founder Collective, Genesis One Capital, Pantera Capital, Plug and Play",18
Cashaa,https://www.crunchbase.com/organization/cashaa,"Banking, Bitcoin, Blockchain, Cryptocurrency, FinTech, Payments, Small and Medium Businesses","London, England, United Kingdom",European Union (EU),2016-06-24,day,,,2017-11-05,18770000,USD,18770000,Initial Coin Offering,18770000,USD,18770000,,"2F Capital Ltd, Celestial Holdings, Level39",3
Elliptic,https://www.crunchbase.com/organization/elliptic,"Bitcoin, Blockchain, Finance","London, England, United Kingdom",European Union (EU),2013-10-01,day,,,2017-12-23,5000000,USD,5000000,Undisclosed,5000000,USD,5000000,,"Octopus Ventures, Paladin Capital Group, Santander InnoVentures, Seedcamp, SignalFire",9
Kyber Network,https://www.crunchbase.com/organization/kyber-network,"Cryptocurrency, Finance, Payments","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-01-01,year,,,2017-09-19,60000000,USD,60000000,Initial Coin Offering,60000000,USD,60000000,,"8 Decimal Capital, Amino Capital, Chain Capital, Hashed, Kenetic",8
Crypterium,https://www.crunchbase.com/organization/crypterium,"Banking, Blockchain, Cryptocurrency, FinTech, Internet","Tallinn, Harjumaa, Estonia",European Union (EU),2017-10-16,day,,,2017-12-05,51600000,USD,51600000,Initial Coin Offering,51600000,USD,51600000,,,
HyTrust,https://www.crunchbase.com/organization/hytrust,"Cyber Security, Infrastructure, Security, Software","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2007-01-01,year,,,2017-07-11,36000000,USD,36000000,Series E,36000000,USD,36000000,Late Stage Venture,"Advance Venture Partners, Fortinet, Intel, Intel Capital, VMware",14
Upstream Security,https://www.crunchbase.com/organization/upstream-security,"Autonomous Vehicles, Cyber Security, Machine Learning","Herzliya, Tel Aviv, Israel",,2017-02-01,day,,,2017-12-13,9000000,USD,9000000,Series A,9000000,USD,9000000,Early Stage Venture,"CRV, Glilot Capital Partners, Israeli Founders, Maniv Mobility",4
FRISS,https://www.crunchbase.com/organization/friss,"Compliance, Cyber Security, Fraud Detection, Information Technology, InsurTech, Risk Management, SaaS, Security, Software","Utrecht, Utrecht, The Netherlands",European Union (EU),2006-08-21,day,,,2017-12-12,15000000,EUR,17613758,Series A,15000000,EUR,17613758,Early Stage Venture,"Aquiline Technology Growth, BlackFin Capital Partners",2
Ripio,https://www.crunchbase.com/organization/bitpagos,"Bitcoin, Finance, FinTech, Lending, Mobile Payments, Payments","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-01-01,year,,,2017-10-11,37000000,USD,37000000,Initial Coin Offering,37000000,USD,37000000,,"Barry Silbert, Draper Associates, FundersClub, Pantera Capital, Tim Draper",23
EclecticIQ,https://www.crunchbase.com/organization/eclecticiq,"Cyber Security, Fraud Detection, Risk Management, Security, Software","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2014-04-01,day,,,2017-11-09,14000000,EUR,16304968,Series B,14000000,EUR,16304968,Early Stage Venture,"INKEF Capital, Keen Venture Partners, KPN Ventures",3
Zeetta Networks,https://www.crunchbase.com/organization/zeetta-networks,"Content Delivery Network, Information Technology, Internet of Things, Network Hardware, Network Security, Smart Building, Smart Home, Software, Telecommunications, Wireless","Bristol, Bristol, City of, United Kingdom",European Union (EU),2015-05-22,day,,,2017-07-25,1600000,GBP,2084234,Seed,1600000,GBP,2084234,Seed,"Bloc Ventures, Breed Reply, IP Group Plc",3
ShieldX Networks,https://www.crunchbase.com/organization/shieldx-networks-inc,"Cloud Security, Information Technology, Security","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-11-01,month,,,2017-12-12,25000000,USD,25000000,Series B,25000000,USD,25000000,Early Stage Venture,"Ashar Aziz, Aspect Ventures, Bain Capital Ventures, Dimension Data, FireEye",6
REAN Cloud,https://www.crunchbase.com/organization/rean-cloud,"Cloud Security, Compliance, Consulting, CRM, Information Technology, Legal, Software","Herndon, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2013-01-01,year,2018-07-24,day,2017-07-24,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,M&A,"BV Investment Partners, TriCore Solutions",2
Protocol Labs,https://www.crunchbase.com/organization/protocol-labs,"Information Technology, Internet, Network Security, Privacy","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-01-01,year,,,2017-09-16,,,,Venture - Series Unknown,,,,,"Boost VC, Haystack, StartX (Stanford-StartX Fund), Techammer, Y Combinator",11
Storj Labs,https://www.crunchbase.com/organization/storj,"Blockchain, Cloud Data Services, Cloud Infrastructure, Collaborative Consumption","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2014-01-01,year,,,2017-07-11,30000000,USD,30000000,Initial Coin Offering,30000000,USD,30000000,,"BnkToTheFuture, Gabriel Jarrosson, GVA Capital, Tank Stream Ventures, TechSquare Labs",8
Versive,https://www.crunchbase.com/organization/versive,"Analytics, Artificial Intelligence, Big Data, Cyber Security, Machine Learning, Predictive Analytics","Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",2012-03-17,day,2018-10-23,day,2017-08-22,12700000,USD,12700000,Series C,12700000,USD,12700000,M&A,"Bank of America Merrill Lynch, Bloomberg Beta, Formation 8, Goldman Sachs, Madrona Venture Group",10
Filecoin,https://www.crunchbase.com/organization/filecoin,"Bitcoin, Data Storage","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,year,,,2017-09-07,205800000,USD,205800000,Initial Coin Offering,205800000,USD,205800000,,"Andreessen Horowitz, Haystack, Sequoia Capital, Union Square Ventures, Y Combinator",20
Luno,https://www.crunchbase.com/organization/lunomoney,"Cryptocurrency, Financial Services, Virtual Currency","London, England, United Kingdom",European Union (EU),2013-01-01,year,,,2017-09-19,9000000,USD,9000000,Series B,9000000,USD,9000000,Early Stage Venture,"Ariadne Capital Limited, Balderton Capital, Digital Currency Group, PayU, Venturra Capital",6
Electroneum,https://www.crunchbase.com/organization/electroneum,"Cryptocurrency, Financial Services, Mobile Payments","Maidstone, Kent, United Kingdom",European Union (EU),2016-01-01,year,,,2017-11-06,40000000,USD,40000000,Initial Coin Offering,40000000,USD,40000000,,Nio Pomilia,1
Insight Engines,https://www.crunchbase.com/organization/insight-engines-inc,"Big Data, Cyber Security, Enterprise Software, Information Technology, Natural Language Processing","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-01-01,year,,,2017-07-20,15800000,USD,15800000,Series A,15800000,USD,15800000,Early Stage Venture,"August Capital, Data Collective DCVC, Erik Swan, Real Ventures, Splunk",7
Enigma,https://www.crunchbase.com/organization/enigma-2,"Big Data, Cloud Data Services, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-08-14,day,,,2017-09-11,45000000,USD,45000000,Initial Coin Offering,45000000,USD,45000000,,"CVP Management, Flybridge Capital Partners, Plug and Play Insurtech",3
Gem,https://www.crunchbase.com/organization/gem,"Cryptocurrency, FinTech, Health Care, Internet, Security, Software","Venice, California, United States","Greater Los Angeles Area, West Coast, Western US",2013-11-01,month,,,2017-09-01,7957493,USD,7957493,Series A,7957493,USD,7957493,Early Stage Venture,"Blockchain Capital, First Round Capital, Pelion Venture Partners, RRE Ventures, Wavemaker Partners",23
ACL Services,https://www.crunchbase.com/organization/acl-services,"Analytics, Big Data, Compliance, Enterprise Software, Fraud Detection, Risk Management, SaaS","Vancouver, British Columbia, Canada",,1987-01-01,year,,,2017-12-19,50000000,USD,50000000,Corporate Round,50000000,USD,50000000,,Norwest Venture Partners,1
UTRUST,https://www.crunchbase.com/organization/utrust,"Cryptocurrency, FinTech, Information Technology, Mobile Payments, Payments","Zürich, Zurich, Switzerland",,2017-10-31,day,,,2017-11-02,21000000,USD,21000000,Initial Coin Offering,21000000,USD,21000000,,"Andreas Schwartz, Henry Rouquairol",2
"MagicCube, Inc.",https://www.crunchbase.com/organization/magiccube-inc,"Artificial Intelligence, Cloud Security, Cyber Security, Internet of Things, Mobile Payments, Network Security, Point of Sale","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,year,,,2017-08-08,8500000,USD,8500000,Series A,8500000,USD,8500000,Early Stage Venture,"Bold Capital Partners, NTT Data, Silicon Valley Bank, Social Starts, Visa",8
Cyren,https://www.crunchbase.com/organization/cyren,"Information Technology, Security","Mclean, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",1991-01-01,year,1999-07-13,day,2017-11-07,19600000,USD,19600000,Post-IPO Equity,19600000,USD,19600000,IPO,"Go2Net, Vulcan, Warburg Pincus",3
ReversingLabs,https://www.crunchbase.com/organization/reversinglabs,"Cyber Security, Mobile, Security","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",2009-01-01,year,,,2017-11-29,25000000,USD,25000000,Series A,25000000,USD,25000000,Early Stage Venture,"ForgePoint Capital, In-Q-Tel, JP Morgan Chase",3
HashCash Consultants,https://www.crunchbase.com/organization/hashcash-consultants,"Blockchain, Cryptocurrency, Internet, Software","Fremont, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,,,2017-09-04,125000000,USD,125000000,Series B,125000000,USD,125000000,Early Stage Venture,,
0x,https://www.crunchbase.com/organization/0x-project,"Blockchain, Cryptocurrency, Ethereum","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-10-01,day,,,2017-10-01,,,,Venture - Series Unknown,,,,,"8 Decimal Capital, Genesis One Capital, James Sowers, Kenetic, Synapse Capital",10
Prevoty,https://www.crunchbase.com/organization/prevoty,"Cyber Security, Developer Tools, Information Technology, Security","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2013-03-01,day,2018-07-26,day,2017-12-05,13000000,USD,13000000,Series B,13000000,USD,13000000,M&A,"Core Ventures Group, Daher Capital, digi Ventures, Plus Capital, U.S. Venture Partners (USVP)",12
Enjin,https://www.crunchbase.com/organization/enjin,"Content, Cryptocurrency, FinTech, Identity Management, Video Games","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2009-03-01,day,,,2017-08-28,23000000,USD,23000000,Initial Coin Offering,23000000,USD,23000000,,,
Noonlight,https://www.crunchbase.com/organization/safetrek,"Apps, Mobile, Personal Health, Public Safety, Security, Smart Home, Wellness","Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",2013-05-01,day,,,2017-08-30,4200000,USD,4200000,Seed,4200000,USD,4200000,Seed,"Aspect Ventures, Cultivation Capital, Maveron, New Enterprise Associates, Service Provider Capital",6
Bastille Networks Internet Security,https://www.crunchbase.com/organization/bastille-networks-2,"Cyber Security, Internet of Things, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-03-20,day,,,2017-09-21,27000000,USD,27000000,Series B,27000000,USD,27000000,Early Stage Venture,"Bessemer Venture Partners, Chris Rouland, City National Bank, David Cowan, Tom Noonan",9
StormX,https://www.crunchbase.com/organization/stormx,"Bitcoin, Blockchain, Ethereum, Internet, Marketplace","Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",2014-01-01,year,,,2017-10-05,32000000,USD,32000000,Initial Coin Offering,32000000,USD,32000000,,"9Mile Labs, Alphabit Fund, Anthony Di Iorio, Hashed, Jeff Pulver",14
Argonne National Laboratory,https://www.crunchbase.com/organization/argonne-national-laboratory,"Energy, Security, Social Impact","Lemont, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",1946-07-01,day,,,2017-10-18,19700000,USD,19700000,Grant,,,,,US Department of Energy,1
Cavirin Systems,https://www.crunchbase.com/organization/cavirin-systems,"Cloud Computing, Cloud Security, Compliance, Developer APIs, Security","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2012-08-10,day,,,2018-01-01,8000000,USD,8000000,Undisclosed,8000000,USD,8000000,,SRA Holdings,1
Nok Nok Labs,https://www.crunchbase.com/organization/nok-nok-labs,"Computer, Network Security, Security","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-11-01,day,,,2017-07-11,8000000,USD,8000000,Series D,8000000,USD,8000000,Late Stage Venture,"DCM Ventures, Lenovo, Motorola Solutions Venture Capital, ONSET Ventures, Thundersoft",12
AirSwap,https://www.crunchbase.com/organization/airswap,"Blockchain, Cryptocurrency, Finance, Financial Exchanges, Financial Services, FinTech, Internet","Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-01-01,year,,,2017-10-18,36000000,USD,36000000,Initial Coin Offering,36000000,USD,36000000,,,
Aion Network,https://www.crunchbase.com/organization/the-aion-network,"Blockchain, Information Services, Information Technology","Toronto, Ontario, Canada",Great Lakes,2017-01-01,year,,,2017-10-09,22000000,USD,22000000,Initial Coin Offering,22000000,USD,22000000,,Andreas Schwartz,1
ClearBlade,https://www.crunchbase.com/organization/clearblade,"Cloud Computing, Cyber Security, Enterprise Software, Internet of Things, Software","Austin, Texas, United States",Southern US,2007-08-27,day,,,2017-09-19,3000000,USD,3000000,Series A,3000000,USD,3000000,Early Stage Venture,"Ben Lamm, Brett Hurt, Capital Factory, Hypergiant, Phunware, Inc.",41
