Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Vectra AI,https://www.crunchbase.com/organization/vectra-networks,"Artificial Intelligence, Cyber Security, Network Security, Security","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2010-01-01,year,,,2019-06-10,100000000,USD,100000000,Series E,100000000,USD,100000000,Late Stage Venture,"Accel, Intel Capital, Juniper Networks, Khosla Ventures, TCV",13
Pryon,https://www.crunchbase.com/organization/pryon,"Artificial Intelligence, Machine Learning, Natural Language Processing, Security","Raleigh, North Carolina, United States","Research Triangle, East Coast, Southern US",2017-08-01,month,,,2019-06-11,20000000,USD,20000000,Series A,20000000,USD,20000000,Early Stage Venture,"BootstrapLabs, Greycroft, Plug and Play, Rise of the Rest, Two Sigma Ventures",16
Tanium,https://www.crunchbase.com/organization/tanium,"Enterprise Software, Information Technology, Security","Emeryville, California, United States","San Francisco Bay Area, West Coast, Western US",2007-01-01,year,,,2018-10-02,200000000,USD,200000000,Private Equity,200000000,USD,200000000,Private Equity,"Andreessen Horowitz, Baillie Gifford, T. Rowe Price, TPG, TPG Growth",11
Aptible,https://www.crunchbase.com/organization/aptible,"Enterprise Software, Health Care, PaaS, Privacy, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-04-01,day,,,2019-06-18,12000000,USD,12000000,Series A,12000000,USD,12000000,Early Stage Venture,"Maverick Ventures, Rock Health, Thrive Capital, Western Technology Investment, Y Combinator",9
Sonatype,https://www.crunchbase.com/organization/sonatype,"Enterprise Software, Open Source, Security, Software","Fulton, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",2008-01-01,year,,,2018-09-07,80000000,USD,80000000,Private Equity,80000000,USD,80000000,Private Equity,"Accel, Bay Partners, Morgenthaler Ventures, New Enterprise Associates, TPG",7
Sift,https://www.crunchbase.com/organization/sift-science,"Big Data, E-Commerce, FinTech, Fraud Detection, Machine Learning, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2011-06-01,day,,,2018-07-10,,,,Secondary Market,53000000,USD,53000000,Late Stage Venture,"Andreessen Horowitz, Glassdoor, Insight Partners, Union Square Ventures, Y Combinator",19
Aqua Security,https://www.crunchbase.com/organization/aquasecurity,"Cloud Security, Compliance, Cyber Security, Security, Software, Virtualization","Ramat Gan, Tel Aviv, Israel",,2015-01-01,year,,,2019-04-03,62000000,USD,62000000,Series C,62000000,USD,62000000,Late Stage Venture,"Insight Partners, Lightspeed Venture Partners, M12, Shlomo Kramer, TLV Partners",5
Contrast Security,https://www.crunchbase.com/organization/contrast-security,"Cloud Security, Cyber Security, Developer Tools, Enterprise Applications, Enterprise Software, Security, Software","Los Altos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-01-01,year,,,2019-02-28,65000000,USD,65000000,Series D,65000000,USD,65000000,Late Stage Venture,"AXA Venture Partners, Battery Ventures, General Catalyst, John Thompson, Warburg Pincus",9
Shape Security,https://www.crunchbase.com/organization/shape-security,"Cyber Security, Network Security, Security","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-01-01,year,,,2018-11-01,26000000,USD,26000000,Series E,26000000,USD,26000000,Late Stage Venture,"GV, Northern Light Venture Capital, Norwest Venture Partners, Sierra Ventures, Venrock",18
Illumio,https://www.crunchbase.com/organization/illumio,"Cloud Security, Cyber Security, Data Center, Enterprise Software, Security","Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2019-02-07,65000000,USD,65000000,Series E,65000000,USD,65000000,Late Stage Venture,"8VC, Andreessen Horowitz, Juniper Networks, Marc Benioff, Valor Capital Group",17
Signal Sciences,https://www.crunchbase.com/organization/signal-sciences,"Cyber Security, Information Technology, SaaS, Security, Software, Web Apps","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2014-03-10,day,,,2019-02-05,35000000,USD,35000000,Series C,35000000,USD,35000000,Late Stage Venture,"CRV, Harrison Metal, Index Ventures, Lead Edge Capital, Oreilly AlphaTech Ventures",8
Tenable Network Security,https://www.crunchbase.com/organization/tenable-network-security,"Compliance, Network Security, Risk Management, Security","Columbia, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",2002-09-01,month,2018-07-26,day,2017-07-03,,,,Secondary Market,250000000,USD,250000000,IPO,"Accel, In-Q-Tel, Insight Partners, SharesPost Investment Management",4
Dashlane,https://www.crunchbase.com/organization/dashlane,"Cloud Computing, Identity Management, Payments, Privacy, Security, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2009-07-06,day,,,2019-05-30,110000000,USD,110000000,Series D,110000000,USD,110000000,Late Stage Venture,"Bessemer Venture Partners, Hercules Capital, Inc., Sequoia Capital, Silicon Valley Bank, TransUnion",9
Kenna Security,https://www.crunchbase.com/organization/risk-io,"SaaS, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2010-01-01,year,,,2018-03-27,25000000,USD,25000000,Series C,25000000,USD,25000000,Late Stage Venture,"Bessemer Venture Partners, Costanoa Ventures, OurCrowd, PeakSpan Capital, U.S. Venture Partners (USVP)",7
SynapseFI,https://www.crunchbase.com/organization/synapsefi,"Banking, Finance, Financial Services, FinTech, Payments, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-04-14,day,,,2019-06-06,33000000,USD,33000000,Series B,33000000,USD,33000000,Early Stage Venture,"9Yards Capital, Andreessen Horowitz, Core Innovation Capital, Trinity Ventures",4
GreatHorn,https://www.crunchbase.com/organization/greathorn,"Cyber Security, Email, Hardware, Internet, Machine Learning, Security","Waltham, Massachusetts, United States","Greater Boston Area, East Coast, New England",2015-04-01,day,,,2019-06-26,13000000,USD,13000000,Series B,13000000,USD,13000000,Early Stage Venture,"Right Side Capital Management, RRE Ventures, Techstars, Techstars Ventures, Uncork Capital",11
Onfido,https://www.crunchbase.com/organization/onfido,"Artificial Intelligence, Identity Management, Information Technology, Security, Software","London, England, United Kingdom",European Union (EU),2012-07-01,month,,,2019-04-03,50000000,USD,50000000,Series C,50000000,USD,50000000,Late Stage Venture,"Augmentum Fintech, Idinvest Partners, Plug and Play, Salesforce Ventures, SoftBank",35
DUST Identity,https://www.crunchbase.com/organization/dust-identity,"Cyber Security, Information Technology, Internet of Things, Nanotechnology, Security, Supply Chain Management","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2018-01-01,year,,,2019-07-17,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Airbus Ventures, Angular Ventures, Kleiner Perkins, Lockheed Martin Ventures, New Science Ventures",6
Anomali,https://www.crunchbase.com/organization/threatstream,"Analytics, Cyber Security, Network Security, Open Source, Security","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2018-01-17,40000000,USD,40000000,Series D,40000000,USD,40000000,Late Stage Venture,"Deutsche Telekom Capital Partners, General Catalyst, GV, IVP (Institutional Venture Partners), Telstra Ventures",11
eSentire,https://www.crunchbase.com/organization/esentire,"Cyber Security, Network Security, Security","Cambridge, Ontario, Canada",Great Lakes,2001-01-01,year,,,2019-03-04,47000000,USD,47000000,Private Equity,47000000,USD,47000000,Private Equity,"Edison Partners, Georgian Partners, Information Venture Partners, Northleaf Capital Partners, Warburg Pincus",8
Trusted Key,https://www.crunchbase.com/organization/trusted-key,"Computer, Network Security, Security","Pleasanton, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,2019-07-18,day,2019-04-04,,,,Angel,,,,M&A,"Founders' Co-op, Okta Ventures, Pithia",3
Dragos,https://www.crunchbase.com/organization/dragos,"Cyber Security, Industrial, Network Security, Security, Software","Hanover, Maryland, United States","Greater Baltimore-Maryland Area, East Coast, Southern US",2016-05-01,month,,,2018-11-14,37000000,USD,37000000,Series B,37000000,USD,37000000,Early Stage Venture,"AllegisCyber, Canaan Partners, DataTribe, Energy Impact Partners, National Grid Partners (NGP)",7
Trulioo,https://www.crunchbase.com/organization/trulioo,"Big Data, Compliance, Finance, Financial Services, FinTech, Identity Management, SaaS, Security","Vancouver, British Columbia, Canada",,2011-01-01,year,,,2018-07-31,10000000,CAD,7680998,Series B,10000000,CAD,7680998,Early Stage Venture,"American Express Ventures, BDC Venture Capital, Blumberg Capital, Tenfore Holdings, UST Global",6
ThreatConnect,https://www.crunchbase.com/organization/threatconnect-inc-,"Analytics, Information Technology, Network Security, Security, Software","Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2011-01-01,year,,,2019-06-04,,,,Corporate Round,,,,,"Grotech Ventures, Providence Strategic Growth, SAP",3
Threat Stack,https://www.crunchbase.com/organization/threat-stack,"Cloud Security, SaaS, Security","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2012-11-01,day,,,2017-09-19,45000000,USD,45000000,Series C,45000000,USD,45000000,Late Stage Venture,"Atlas Venture, Eight Roads Ventures, Right Side Capital Management, Scale Venture Partners, Techstars",8
Vulcan Cyber,https://www.crunchbase.com/organization/vulcan-cyber,"Cyber Security, Network Security, Security","Tel Aviv, Tel Aviv, Israel",,2018-03-18,day,,,2019-06-26,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Michael Sutton, TenEleven Ventures, YL Ventures",3
Area 1 Security,https://www.crunchbase.com/organization/area-1-security,"Cyber Security, Network Security, Security","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-11-01,month,,,2018-10-23,32000000,USD,32000000,Series C,32000000,USD,32000000,Late Stage Venture,"First Round Capital, Icon Ventures, Kleiner Perkins, RedSeal, Top Tier Capital Partners",15
Fastly,https://www.crunchbase.com/organization/fastly,"Cloud Security, Content Delivery Network, Enterprise Software, Internet, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2011-01-01,year,2019-05-16,day,2018-07-17,40000000,USD,40000000,Series F,40000000,USD,40000000,IPO,"August Capital, Battery Ventures, Deutsche Telekom Capital Partners, ICONIQ Capital, Sapphire Ventures",13
Venafi,https://www.crunchbase.com/organization/venafi,"Cyber Security, Enterprise Software, Security","Salt Lake City, Utah, United States",Western US,2004-01-01,year,,,2018-11-29,100000000,USD,100000000,Series G,100000000,USD,100000000,Late Stage Venture,"Foundation Capital, Intel Capital, Pelion Venture Partners, Silver Lake Partners, TCV",8
Skybox Security,https://www.crunchbase.com/organization/skybox-security,"Cloud Security, Cyber Security, Enterprise Software, Network Security, Security, Software","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2002-01-01,year,,,2017-10-25,150000000,USD,150000000,Private Equity,150000000,USD,150000000,Private Equity,"CVC Capital Partners, Lightspeed Venture Partners, Providence Equity Partners, Rembrandt Venture Partners, Susquehanna Growth Equity",14
Dataminr,https://www.crunchbase.com/organization/dataminr,"Analytics, Artificial Intelligence, Enterprise Software, Financial Services, News, Public Safety, Security, Social Media, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2009-01-01,year,,,2018-09-04,,,,Secondary Market,391572500,USD,391572500,Late Stage Venture,"BoxGroup, Credit Suisse, EquityZen, SharesPost Investment Management, Venrock",25
PerimeterX,https://www.crunchbase.com/organization/perimeterx-inc-,"Computer, Network Security, Security","San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-11-01,day,,,2019-02-11,43000000,USD,43000000,Series C,43000000,USD,43000000,Late Stage Venture,"Adams Street Partners, Canaan Partners, Data Collective DCVC, Scale Venture Partners, Vertex Ventures",6
Bugcrowd,https://www.crunchbase.com/organization/bugcrowd,"Crowdsourcing, Cyber Security, Penetration Testing, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2012-09-01,day,,,2018-03-01,26000000,USD,26000000,Series C,26000000,USD,26000000,Late Stage Venture,"Blackbird Ventures (Australia), Costanoa Ventures, Industry Ventures, Partech, Salesforce Ventures",14
Crypta Labs,https://www.crunchbase.com/organization/crypta-labs,"Cyber Security, Internet of Things, Mobile, Security","Islington, Islington, United Kingdom",European Union (EU),2014-05-06,day,,,2019-07-12,1900000,EUR,2143484,Venture - Series Unknown,1900000,EUR,2143484,,"Angels Den, Bloc Ventures, Innovate UK, Pitch@Palace",4
Scout,https://www.crunchbase.com/organization/scout,"Consumer Electronics, Hardware, Internet of Things, Security, Software","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2012-01-01,year,2017-08-25,day,2018-12-12,7400000,USD,7400000,Post-IPO Equity,7400000,USD,7400000,IPO,"Plug and Play, Prosegur, SeedInvest, UpHonest Capital, Wei Guo",8
Envoy,https://www.crunchbase.com/organization/envoy,"Facility Management, Human Resources, Office Administration, SaaS, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2013-02-01,day,,,2018-10-23,43000000,USD,43000000,Series B,43000000,USD,43000000,Early Stage Venture,"Alexis Ohanian, Andreessen Horowitz, Garry Tan, Initialized Capital, Menlo Ventures",17
Lookout,https://www.crunchbase.com/organization/lookout,"Cloud Security, Cyber Security, Enterprise Software, Mobile, Network Security, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2007-01-01,year,,,2018-01-01,,,,Secondary Market,150000000,USD,150000000,Late Stage Venture,"Andreessen Horowitz, Goldman Sachs, Khosla Ventures, Morgan Stanley, Qualcomm Ventures",21
AnchorFree,https://www.crunchbase.com/organization/anchorfree,"Mobile Devices, Security, Web Browsers","Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2005-11-28,day,,,2018-09-05,295000000,USD,295000000,Venture - Series Unknown,295000000,USD,295000000,,"8VC, Accel, Goldman Sachs, SignalFire, WndrCo",14
Claroty,https://www.crunchbase.com/organization/claroty,"Cyber Security, Industrial, Network Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,,,2018-12-31,,,,Series C,,,,Late Stage Venture,"Bessemer Venture Partners, KfW, Siemens, Team8, Temasek Holdings",17
Synack,https://www.crunchbase.com/organization/synack,"Crowdsourcing, Cyber Security, Network Security, Security","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2017-10-19,,,,Undisclosed,,,,,"GV, Hewlett Packard Enterprise, Icon Ventures, Intel Capital, Techstars",17
Traction Guest,https://www.crunchbase.com/organization/traction-guest,"Analytics, Enterprise, Enterprise Software, Event Management, Facility Management, Office Administration, Real Estate, SaaS, Security, Software","Burnaby, British Columbia, Canada",,2015-01-01,year,,,2019-06-13,13000000,USD,13000000,Series A,13000000,USD,13000000,Early Stage Venture,"Bessemer Venture Partners, Salesforce Ventures",2
Telegram Messenger,https://www.crunchbase.com/organization/telegram-messenger,"Apps, Cyber Security, Desktop Apps, Messaging, Mobile, Mobile Apps, Privacy, Security, Social Media","London, England, United Kingdom",European Union (EU),2013-08-14,day,,,2018-03-29,850000000,USD,850000000,Initial Coin Offering,850000000,USD,850000000,,"Alexis Berthoud, Concentric, Dalma Capital, O.D. Kobo",4
Cofense,https://www.crunchbase.com/organization/phishme,"Cyber Security, Enterprise Software, Security","Leesburg, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2011-01-01,year,2018-02-26,day,2018-02-23,,,,Venture - Series Unknown,,,,M&A,"Aldrich Capital Partners, Bessemer Venture Partners, Paladin Capital Group, Telstra Ventures",4
Expanse,https://www.crunchbase.com/organization/expanse-inc,"Cyber Security, Information Technology, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2012-05-01,day,,,2019-04-09,70000000,USD,70000000,Series C,70000000,USD,70000000,Late Stage Venture,"Founders Fund, New Enterprise Associates, Peter Thiel, Susa Ventures, TPG Growth",18
StackRox,https://www.crunchbase.com/organization/stackrox,"Artificial Intelligence, Cloud Computing, Cyber Security, Enterprise Software, Information Technology, Machine Learning, Security, Software","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-11-01,month,,,2018-04-10,25000000,USD,25000000,Series B,25000000,USD,25000000,Early Stage Venture,"Amplify Partners, Avalon Ventures, Redpoint, Sequoia Capital",4
BitSight,https://www.crunchbase.com/organization/bitsight,"Cyber Security, Risk Management, Security","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2011-01-01,year,,,2018-06-28,60000000,USD,60000000,Series D,60000000,USD,60000000,Late Stage Venture,"Comcast Ventures, GGV Capital, Menlo Ventures, National Science Foundation, Warburg Pincus",13
Signicat,https://www.crunchbase.com/organization/signicat,"Cloud Security, Document Management, E-Signature, FinTech, Identity Management, Security","Trondheim, Sor-Trondelag, Norway","Nordic Countries, Scandinavia",2006-02-17,day,2019-04-11,day,2018-01-25,1600000,EUR,1982622,Grant,1358462,EUR,1433496,M&A,"EASME - EU Executive Agency for SMEs, Horizon 2020, SIH - Secure Identity Holding, Viking Venture Management",4
Siemplify,https://www.crunchbase.com/organization/siemplify,"Analytics, Cyber Security, Network Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-01-01,year,,,2019-05-20,30000000,USD,30000000,Series C,30000000,USD,30000000,Late Stage Venture,"83North, G20 Ventures, Georgian Partners, Greylock Partners, Jump Capital",14
BlueVoyant,https://www.crunchbase.com/organization/blueteamglobal,"Computer, Cyber Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-07-01,month,,,2019-05-30,82500000,USD,82500000,Series B,82500000,USD,82500000,Early Stage Venture,"Fiserv, Winton Ventures",2
Deep Instinct,https://www.crunchbase.com/organization/deep-instinct,"Artificial Intelligence, Cyber Security, Machine Learning, Network Security, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-01-01,year,,,2018-06-12,32000000,USD,32000000,Series B,32000000,USD,32000000,Early Stage Venture,"Alpha Intelligence Capital, Coatue Management, Millennium Technology Value Partners, Nvidia GPU Ventures, Samsung Ventures",5
Trace Data,https://www.crunchbase.com/organization/trace-data,"Artificial Intelligence, Privacy, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2019-05-10,day,,,2019-07-01,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,"Accel, Kleiner Perkins, overtime.vc",3
IntSights,https://www.crunchbase.com/organization/intsights,"Analytics, Artificial Intelligence, Cyber Security, Enterprise Software, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-01-01,year,,,2018-06-21,17000000,USD,17000000,Series D,17000000,USD,17000000,Late Stage Venture,"Blackstone Group, ClearSky, Glilot Capital Partners, Tola Capital, Vintage Investment Partners",7
GuardiCore,https://www.crunchbase.com/organization/guardicore,"Cloud Security, Data Center, Network Security, Security","Tel Aviv, Tel Aviv, Israel",,2013-01-01,year,,,2019-05-20,60000000,USD,60000000,Series C,60000000,USD,60000000,Late Stage Venture,"83North, Battery Ventures, Deutsche Telekom Capital Partners, Partech, TPG Growth",11
ClearDATA,https://www.crunchbase.com/organization/cleardata,"Cloud Data Services, Cloud Infrastructure, Compliance, Cyber Security, Information Technology, Security, Service Industry","Austin, Texas, United States",Southern US,2011-01-01,year,,,2018-11-19,26000000,USD,26000000,Series E,26000000,USD,26000000,Late Stage Venture,"Flare Capital Partners, Health Care Service Corporation, HLM Venture Partners, Humana, Norwest Venture Partners",8
Latch,https://www.crunchbase.com/organization/latch,"Apps, Hardware, Security, Smart Home, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-01-01,year,,,2018-08-22,70000000,USD,70000000,Series B,70000000,USD,70000000,Early Stage Venture,"Brookfield Asset Management, Lux Capital, PCH International, RRE Ventures, Techstars",24
JASK,https://www.crunchbase.com/organization/jask-labs-inc,"Artificial Intelligence, Cyber Security, Security","Austin, Texas, United States",Southern US,2015-07-09,day,,,2018-06-28,25000000,USD,25000000,Series B,25000000,USD,25000000,Early Stage Venture,"Battery Ventures, Dell Technologies Capital, Kleiner Perkins, TenEleven Ventures, Vertical Venture Partners",7
FLIR Systems,https://www.crunchbase.com/organization/flir-systems,"Hardware, Manufacturing, Security, Software","Wilsonville, Oregon, United States","West Coast, Western US",1978-01-01,year,1993-07-02,day,2018-10-01,28700000,USD,28700000,Grant,,,,IPO,U.S. Department of Defense,1
CyberInt,https://www.crunchbase.com/organization/cyberint,"Cyber Security, Fraud Detection, Network Security, Security","Petah Tiqva, HaMerkaz, Israel",,2010-01-01,day,,,2018-05-31,18000000,USD,18000000,Series B,18000000,USD,18000000,Early Stage Venture,"Avi Naor, Dov Baharav, Mario Segal, Viola Growth, Zohar Zisapel",5
CloudGenix,https://www.crunchbase.com/organization/cloudgenix,"Computer, Enterprise Software, Information Technology, Internet, Network Hardware, Security, Software","San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2019-04-17,65000000,USD,65000000,Series C,65000000,USD,65000000,Late Stage Venture,"Bain Capital Ventures, ClearSky, CRV, Intel Capital, Mayfield Fund",5
